1o, EE, 38, Computacao, 52, 4, Habib.
1o, MA, 44, GeometriaAnalitica, 42, 2, Kelly.
1o, MA, 44, GeometriaEuclidiana, 46, 4, Marli.
1o, MA, 44, MatematicaFinita, 43, 4, Fernando.
1o, MA, 44, PraticadeEnsinoI, 43, 4, Fabio.
2o, MA, 30, algebraLinear, 29, 4, Fernando.
2o, MA, 30, CalculoII, 26, 4, Orlando.
2o, MA, 30, DesenhoGeometrico, 27, 2, Emerson.
2o, MA, 30, DidaticaAplicadaaoEnsinoaMatematica, 30, 2, Fabio.
2o, MA, 30, PoliticasEducacionais, 29, 2, Marli.
2o, MA, 30, PraticadeEnsinoII, 32, 4, Fabio.
2o, MA, 30, PsicologiaAplicadaaEducacaoMatematica, 35, 2, Alguem.
3o, MA, 15, AnaliseReal, 19, 4, Orlando.
3o, MA, 15, EstruturasAlgebricas, 23, 4, Emerson.
3o, MA, 15, Optativa-ProgramacaoLinear1aParte, 11, 2, Emerson.
3o, MA, 15, Optativa-ProgramacaoLinear2aParte, 11, 2, Claiton.
3o, MA, 15, Optativa-MatematicaparaasSeriesIniciais1aParte, 10, 2, Renata.
3o, MA, 15, Optativa-MatematicaparaasSeriesIniciais2aParte, 10, 2, JoseR.
3o, MA, 15, VariaveisComplexas, 15, 2, Claiton.
4o, MA, 17, CalculoIII, 15, 4, Fernando.
4o, MA, 17, CalculoNumerico, 17, 4, Emerson.
4o, MA, 17, EstatisticaAplicadaaEducacaoMatematica, 19, 2, CarlosS.
4o, MA, 17, Fisica, 12, 4, Daniel.
1o, EM, 38, Calculo, 49, 4, Salinas.
1o, EM, 38, Computacao, 52, 4, Habib.
1o, EM, 38, FisicaI, 42, 3, Daniel.
1o, EM, 38, GeometriaAnaliticaealgebraLinear, 46, 4, Salinas.
1o, EM, 38, GeometriaDescritivaeDesenhoTecnico1oSem, 43, 5, Muniz.
1o, EM, 38, GeometriaDescritivaeDesenhoTecnico2oSem, 43, 5, TS.
1o, EM, 38, IntroucaoaEngenhariaMecanica, 40, 2, Juan.
1o, EM, 38, LaboratorioeFisicaI-TurmaA, 21, 2, Rosiney.
1o, EM, 38, LaboratorioeFisicaI-TurmaB, 21, 2, Rosiney.
1o, EM, 38, QuimicaGeraleTecnologica, 40, 3, Nora.
1o, EM, 38, QuimicaGeraleTecnologicaDesdobramento, 22, 3, Mires.
2o, EM, 30, CalculoVetorial, 32, 4, Valmei.
2o, EM, 30, EquacoesDiferenciais, 35, 3, Salinas.
2o, EM, 30, FisicaII, 29, 3, Fernanda.
2o, EM, 30, LaboratorioeFisicaII-TurmaA, 15, 2, Rosiney.
2o, EM, 30, LaboratorioeFisicaII-TurmaB, 14, 2, Rosiney.
2o, EM, 30, MateriaisdeConstrucaoMecanica, 35, 4, Moreira.
2o, EM, 30, Mecanica-EstaticaeDinamica, 39, 4, Samuel.
2o, EM, 30, ProbabilidadeeEstatistica, 38, 3, CarlosS.
2o, EM, 30, Termoinamica, 29, 4, Burin.
3o, EM, 26, AnalisedeSistemasDinamicoseVibracoes, 25, 4, Samuel.
3o, EM, 26, CalculoNumerico, 23, 3, Krauskopf.
3o, EM, 26, CircuitosEletricoseEletrotecnicaparaEngMecanica, 26, 3, CarlosF.
3o, EM, 26, MecanicadosFluidos, 24, 4, Salinas.
3o, EM, 26, MecanicadosSolidos, 22, 4, Gustavo.
3o, EM, 26, ProcessosdeUsinagem, 28, 4, Camilo.
3o, EM, 26, TransferenciadeCalor, 29, 4, Marra.
3o, EM, 26, MateriaisdeConstrucaoMecanica2oSem2009, 25, 2, Moreira.
4o, EM, 24, ProcessosdeSoldagem, 20, 4, Maksoel.
4o, EM, 24, Fadiga, 19, 4, Gustavo.
4o, EM, 24, MaquinasdeFluxoI, 22, 3, TS.
4o, EM, 24, AcionamentosEletricos, 18, 4, Tochetto.
4o, EM, 24, MarketingPessoalePlanosdeNegociosemEngenharia, 25, 4, LuisF.
4o, EM, 24, MecanicadosFluidosAplicada, 29, 4, Diniz.
4o, EM, 24, MecanicadosFluidosII(2009), 27, 2, Salinas.
4o, EM, 24, ProcessosdeConformacao, 25, 2, TS.
4o, EM, 24, MecanismoseElementosdeMaquinasI, 16, 4, Camilo.
5o, EM, 13, EngenhariadeSuperficies, 14, 4, Gustavo.
5o, EM, 13, MaquinasTermicasII, 15, 3, Dechechi.
5o, EM, 13, ExperimentosemSistemasTermicos, 13, 4, Maximiliano.
5o, EM, 13, RecursosHumanosemEngenharia, 19, 4, Liliana.
5o, EM, 13, Engenharia:GeracaoeIdeiaseCriatividade, 10, 4, Juan.
5o, EM, 13, MecanicadosFluidosAplicada, 11, 4, Diniz.
5o, EM, 13, EngenhariadeManutencao, 12, 4, Moreira.
